config,score_type,valid_pr_auc,valid_roc_auc,test_pr_auc,test_roc_auc,valid_brier,valid_ece,test_brier,test_ece
rf_medium,probability,0.8362627501681318,0.9743451070988258,0.8171520282462055,0.9686292726259343,0.024786651631354985,0.10218368605877984,0.056658454906970704,0.15520309294296872
rf_small,probability,0.8343047808110597,0.9802491298882458,0.8441850435051905,0.9794465247358423,0.031226782566326557,0.11799203868487011,0.059474826907635135,0.16556242383944597
