budget,validation_threshold,val_rank_precision,val_rank_recall,test_rank_precision,test_rank_recall,val_frozen_precision,val_frozen_recall,test_frozen_precision,test_frozen_recall,test_frozen_f1,test_frozen_alert_rate
0.01,0.7279247315880122,0.8262757871878393,0.8061440677966102,1.0,0.25,0.8253796095444685,0.8061440677966102,0.75,0.7611111111111111,0.7555147058823529,0.040549039920085836
0.02,0.5611382451706741,0.4505971769815418,0.8792372881355932,0.9666975023126735,0.4837962962962963,0.4503526858383071,0.8792372881355932,0.4812643385164415,0.8740740740740741,0.6207463422653297,0.07257020237522661
0.05,0.4153880275556644,0.189928369871934,0.926906779661017,0.6472982975573649,0.8097222222222222,0.1898871527777778,0.926906779661017,0.30975868872363027,0.9449074074074074,0.46656760772659733,0.12188760220503904
