config,score_type,valid_pr_auc,valid_roc_auc,test_pr_auc,test_roc_auc,valid_brier,valid_ece,test_brier,test_ece
c_0.5,decision,0.01604255335392721,0.6323155268301803,0.17516409048465298,0.8402164930354842,,,,
c_1.0,decision,0.01571059426084616,0.6257381291630908,0.1712561001810391,0.8336504261207524,,,,
c_2.0,decision,0.015531587051534037,0.6217527032562102,0.16905690886743194,0.828497717388667,,,,
