model,config,score_type,valid_pr_auc,valid_roc_auc,valid_brier,valid_ece
RandomForest,rf_medium,probability,0.8887172575409323,0.9939209906475738,0.008535622961834305,0.025329304957227114
RandomForest,rf_small,probability,0.8581447457385568,0.9940275270083908,0.014422089867346057,0.04664594500601856
