model,config,score_type,valid_pr_auc,valid_roc_auc,valid_brier,valid_ece
SGDClassifier,alpha_5e-5,probability,0.6200023519844616,0.9753452002924683,0.023730629897362444,0.05747627839727533
SGDClassifier,elasticnet,probability,0.614432349157171,0.9743400040112358,0.045932374453497286,0.10408810145586031
SGDClassifier,alpha_1e-4,probability,0.6109869904630709,0.9741412735363946,0.045827834840523565,0.10200759889139063
