model,config,score_type,valid_pr_auc,valid_roc_auc,valid_brier,valid_ece
LogisticRegression,plain_c0.5,probability,0.7269885929438433,0.9782250424598198,0.008874799993832736,0.008501063161631166
LogisticRegression,plain_c1.0,probability,0.7260671783342214,0.9780165631252749,0.008951639708050685,0.008809996051713257
LogisticRegression,balanced_c1.0,probability,0.5914591056823177,0.9568298915486803,0.05918785085195427,0.12492849008762714
